frame,p0,p1,p2,p3,p4,p5,p6,p7
63,0.197009,0.163030,0.166844,0.146936,0.124385,0.111908,0.043735,0.046153
64,0.186095,0.163376,0.173052,0.138709,0.120939,0.125743,0.050067,0.042019
65,0.186656,0.162918,0.171328,0.141571,0.119323,0.128077,0.050471,0.039656
66,0.205605,0.180734,0.169171,0.146778,0.120490,0.124721,0.031899,0.020601
67,0.202879,0.176155,0.174843,0.145933,0.114923,0.126618,0.035829,0.022821
68,0.210717,0.186272,0.174448,0.143818,0.117513,0.122758,0.028073,0.016401
69,0.202936,0.177875,0.187412,0.141397,0.115666,0.124085,0.031344,0.019285
70,0.196974,0.174488,0.188859,0.142803,0.116294,0.126363,0.033189,0.021030
71,0.205967,0.180028,0.188761,0.140868,0.114419,0.117751,0.030793,0.021413
72,0.212893,0.201156,0.188512,0.146649,0.105825,0.112486,0.018688,0.013791
73,0.209815,0.182444,0.188904,0.140050,0.114479,0.118626,0.027967,0.017714
74,0.220782,0.186778,0.187161,0.140737,0.111408,0.109456,0.025969,0.017709
75,0.209421,0.200616,0.196886,0.137460,0.105043,0.109181,0.022633,0.018759
76,0.221662,0.185310,0.176542,0.144115,0.111144,0.112192,0.028702,0.020333
77,0.212348,0.196054,0.196507,0.137015,0.105026,0.105994,0.023481,0.023577
78,0.208691,0.180775,0.177916,0.146872,0.121282,0.117087,0.025961,0.021415
79,0.207106,0.178347,0.180577,0.143209,0.119776,0.115846,0.029106,0.026032
80,0.227457,0.187670,0.174527,0.147847,0.114532,0.100045,0.024119,0.023802
81,0.223697,0.192443,0.195583,0.138527,0.104447,0.094294,0.020120,0.030889
82,0.212097,0.180619,0.179007,0.147088,0.119456,0.116162,0.025447,0.020124
83,0.205785,0.173206,0.185643,0.144495,0.117677,0.119887,0.029684,0.023623
84,0.209653,0.174091,0.185600,0.144874,0.116028,0.116053,0.029269,0.024433
85,0.214853,0.176773,0.182071,0.145994,0.114572,0.112887,0.028655,0.024194
86,0.219264,0.187869,0.183825,0.144722,0.116583,0.109984,0.021460,0.016293
87,0.209770,0.199771,0.194766,0.137936,0.109886,0.107846,0.019805,0.020221
88,0.214826,0.177850,0.174867,0.146031,0.111421,0.120878,0.032664,0.021463
89,0.218040,0.180706,0.172593,0.147295,0.111283,0.117971,0.031335,0.020777
90,0.222630,0.189030,0.185988,0.143226,0.119214,0.103187,0.020130,0.016595
91,0.215181,0.202277,0.200833,0.134093,0.108474,0.100177,0.018832,0.020134
92,0.206043,0.179334,0.181717,0.143811,0.121195,0.114361,0.029620,0.023919
93,0.223045,0.183777,0.177888,0.147447,0.116201,0.104315,0.025476,0.021851
94,0.225672,0.188634,0.181568,0.143748,0.116161,0.098913,0.023408,0.021896
95,0.222394,0.194504,0.195367,0.137986,0.102511,0.097188,0.020637,0.029413
96,0.199946,0.164108,0.167062,0.145117,0.117618,0.121263,0.041089,0.043796
97,0.205156,0.165591,0.171071,0.145772,0.114463,0.117654,0.038603,0.041690
98,0.215192,0.172161,0.169727,0.144787,0.114734,0.110753,0.033409,0.039237
99,0.213591,0.172829,0.167836,0.148975,0.101617,0.097246,0.029746,0.068160
100,0.122750,0.095852,0.157317,0.124161,0.099541,0.109099,0.135390,0.155889
101,0.126094,0.096073,0.153675,0.122591,0.098135,0.110871,0.136078,0.156482
102,0.125236,0.095826,0.153656,0.122426,0.098711,0.110961,0.136212,0.156972
103,0.126448,0.096872,0.154183,0.123815,0.095966,0.107505,0.136349,0.158862
104,0.125838,0.096553,0.153861,0.123686,0.096809,0.108236,0.136491,0.158526
105,0.126323,0.096773,0.153928,0.125970,0.094295,0.104578,0.136231,0.161901
106,0.125269,0.096267,0.153450,0.125305,0.096161,0.106285,0.136544,0.160718
107,0.124493,0.095711,0.152703,0.124437,0.097607,0.107996,0.136996,0.160057
108,0.123524,0.093112,0.150512,0.123843,0.098611,0.111532,0.138756,0.160109
109,0.123735,0.093768,0.151347,0.123949,0.099130,0.111828,0.137828,0.158415
110,0.127731,0.099196,0.157034,0.124325,0.094570,0.106151,0.134504,0.156489
111,0.201034,0.164794,0.173034,0.136591,0.119682,0.096025,0.043059,0.065782
112,0.208548,0.171996,0.182846,0.146055,0.125009,0.099464,0.028369,0.037713
113,0.205388,0.172010,0.187545,0.143576,0.120525,0.104170,0.030056,0.036730
114,0.206077,0.169835,0.187776,0.143207,0.120720,0.103595,0.030534,0.038256
115,0.207257,0.170068,0.185695,0.145612,0.119703,0.104307,0.030439,0.036919
116,0.208339,0.168876,0.184374,0.145348,0.120334,0.104262,0.030756,0.037711
117,0.210149,0.170143,0.182701,0.146922,0.119375,0.103862,0.030172,0.036677
118,0.209414,0.170131,0.183267,0.147287,0.118012,0.106973,0.031064,0.033851
119,0.215275,0.177466,0.195427,0.146292,0.127986,0.093769,0.019171,0.024614
120,0.228438,0.190245,0.196497,0.131837,0.118241,0.090924,0.015265,0.028554
121,0.219631,0.187348,0.192743,0.142249,0.110698,0.092383,0.019171,0.035777
122,0.181498,0.155447,0.168913,0.146439,0.120506,0.124615,0.051337,0.051244
123,0.188525,0.159279,0.170529,0.145267,0.118418,0.122215,0.047874,0.047893
124,0.190984,0.159942,0.169971,0.145694,0.117806,0.121963,0.046701,0.046938
125,0.193856,0.161220,0.170089,0.145733,0.116950,0.120958,0.045246,0.045948
126,0.207720,0.171239,0.191811,0.149410,0.125920,0.106270,0.022966,0.024665
127,0.202658,0.171211,0.193132,0.142739,0.125145,0.111459,0.027812,0.025845
128,0.213444,0.188355,0.199654,0.142056,0.110970,0.098865,0.019116,0.027539
129,0.191185,0.161508,0.178296,0.141176,0.116766,0.121709,0.044866,0.044493
130,0.193027,0.161568,0.177938,0.141246,0.116702,0.122434,0.043797,0.043289
131,0.194971,0.162052,0.178096,0.140878,0.116460,0.122477,0.042695,0.042372
132,0.197191,0.162940,0.178631,0.140253,0.116141,0.121761,0.041471,0.041611
133,0.201384,0.163303,0.179077,0.139371,0.116771,0.119110,0.039593,0.041392
134,0.211486,0.171140,0.177210,0.137695,0.116494,0.112970,0.034232,0.038774
135,0.211567,0.175648,0.177253,0.146052,0.102798,0.097937,0.029130,0.059616
136,0.126438,0.097991,0.156161,0.122657,0.097397,0.109804,0.134630,0.154923
137,0.122627,0.095773,0.157708,0.122528,0.100787,0.112126,0.135344,0.153106
138,0.121952,0.096154,0.158292,0.125220,0.098615,0.107391,0.135581,0.156795
139,0.204085,0.166877,0.172400,0.147459,0.120768,0.097972,0.039185,0.051254
140,0.196394,0.169516,0.173948,0.141565,0.118376,0.112003,0.043672,0.044525
141,0.203997,0.170364,0.168774,0.146912,0.116830,0.109430,0.040782,0.042911
142,0.204901,0.168177,0.166268,0.148873,0.118702,0.109901,0.039797,0.043381
143,0.211608,0.170312,0.165807,0.148778,0.117707,0.106236,0.037017,0.042535
144,0.201999,0.167352,0.166848,0.151065,0.117162,0.115419,0.039908,0.040246
145,0.203845,0.165293,0.166637,0.152091,0.114428,0.115295,0.040123,0.042289
146,0.190957,0.164652,0.170404,0.151833,0.113015,0.124231,0.045136,0.039772
147,0.202099,0.172704,0.170519,0.147563,0.111716,0.115671,0.039896,0.039832
148,0.227709,0.173701,0.167206,0.151415,0.099923,0.093743,0.026326,0.059976
149,0.125420,0.097667,0.154977,0.126124,0.094665,0.104171,0.136141,0.160835
150,0.120229,0.095975,0.157196,0.125018,0.100290,0.107940,0.136103,0.157250
151,0.123490,0.096411,0.153364,0.124758,0.098383,0.107646,0.136871,0.159078
152,0.121817,0.095514,0.152855,0.123523,0.100167,0.109210,0.137524,0.159389
153,0.121500,0.093784,0.151198,0.122655,0.101633,0.112679,0.138226,0.158325
154,0.122185,0.096131,0.153021,0.123478,0.100134,0.109197,0.137108,0.158747
155,0.197304,0.164892,0.154759,0.149336,0.125355,0.116853,0.045689,0.045812
156,0.193858,0.168090,0.167365,0.139531,0.118599,0.120836,0.048131,0.043589
157,0.199835,0.170046,0.162090,0.144856,0.118600,0.117902,0.045367,0.041303
158,0.192225,0.166449,0.160083,0.147830,0.120528,0.126876,0.047523,0.038485
159,0.188320,0.162217,0.160869,0.150446,0.119912,0.127682,0.048614,0.041940
160,0.214307,0.170276,0.156019,0.151741,0.112293,0.118931,0.039944,0.036490
161,0.215756,0.171153,0.154215,0.152590,0.111796,0.119820,0.039425,0.035245
162,0.217616,0.172389,0.152670,0.153585,0.111101,0.119810,0.038835,0.033995
163,0.224366,0.179491,0.154608,0.151302,0.111656,0.111979,0.034307,0.032292
164,0.216981,0.176004,0.172560,0.146851,0.097290,0.100234,0.030264,0.059815
165,0.194236,0.161671,0.167398,0.144979,0.125566,0.112400,0.045453,0.048297
166,0.184663,0.163316,0.174114,0.137484,0.120730,0.123165,0.050192,0.046337
167,0.186203,0.162723,0.169377,0.144609,0.120700,0.121904,0.048851,0.045635
168,0.201195,0.168968,0.165491,0.144104,0.117197,0.116001,0.043875,0.043169
169,0.202624,0.169218,0.164398,0.144235,0.117418,0.116887,0.043035,0.042184
170,0.194921,0.168520,0.161593,0.145752,0.117831,0.127668,0.046348,0.037366
171,0.197043,0.166837,0.160051,0.147751,0.115848,0.126381,0.046254,0.039835
172,0.206193,0.176752,0.178657,0.146384,0.121913,0.117735,0.028235,0.024130
173,0.202927,0.176811,0.186456,0.140592,0.121359,0.111933,0.030060,0.029862
174,0.218724,0.195400,0.195958,0.137762,0.107618,0.093862,0.020118,0.030558
175,0.200374,0.168567,0.167348,0.143680,0.115165,0.112591,0.043221,0.049055
176,0.202079,0.168748,0.165219,0.145663,0.115546,0.113357,0.042190,0.047198
177,0.203745,0.169370,0.164143,0.146978,0.115882,0.113557,0.040985,0.045341
178,0.205635,0.171744,0.165279,0.147130,0.115080,0.112765,0.039331,0.043036
179,0.202714,0.171373,0.167282,0.143671,0.115863,0.114067,0.040311,0.044719
180,0.219808,0.178244,0.169182,0.143542,0.113926,0.103738,0.031980,0.039580
181,0.216431,0.172397,0.170644,0.149958,0.099353,0.093848,0.028656,0.068713
182,0.126095,0.099309,0.158518,0.123470,0.094403,0.106808,0.134218,0.157180
183,0.125361,0.098191,0.160118,0.127952,0.093469,0.102762,0.134449,0.157698
184,0.129913,0.099092,0.155811,0.127155,0.090846,0.101861,0.135110,0.160213
185,0.122211,0.096944,0.159146,0.124831,0.098435,0.107193,0.135218,0.156022
186,0.126400,0.097772,0.154833,0.123893,0.096379,0.107739,0.136144,0.156841
187,0.125049,0.097326,0.154727,0.123297,0.097501,0.108302,0.136315,0.157483
188,0.124904,0.097515,0.154704,0.125169,0.096309,0.105791,0.136096,0.159511
189,0.123737,0.097101,0.154205,0.124309,0.098272,0.107749,0.136360,0.158267
190,0.122686,0.096342,0.153586,0.122666,0.100638,0.110675,0.136963,0.156446
191,0.122170,0.095812,0.152988,0.122342,0.101214,0.111233,0.137329,0.156912
192,0.121785,0.094209,0.151482,0.122833,0.101456,0.112613,0.137925,0.157696
193,0.122500,0.096557,0.153355,0.123603,0.099953,0.109138,0.136719,0.158176
194,0.122185,0.094783,0.151792,0.122340,0.101606,0.112771,0.137171,0.157352
195,0.126095,0.099309,0.158518,0.123469,0.094403,0.106808,0.134218,0.157180
196,0.125726,0.098737,0.158824,0.137487,0.085932,0.094932,0.135325,0.163038
197,0.126975,0.099253,0.158343,0.135839,0.086815,0.096186,0.134894,0.161694
198,0.126926,0.099315,0.158761,0.134275,0.087518,0.096603,0.134317,0.162286
199,0.126908,0.099323,0.158931,0.133266,0.088087,0.097062,0.134022,0.162401
200,0.125605,0.098273,0.160267,0.129433,0.091843,0.101055,0.134799,0.158724
201,0.130289,0.099124,0.156007,0.128793,0.089001,0.099831,0.135351,0.161602
202,0.129085,0.098622,0.155813,0.127485,0.090440,0.100923,0.135321,0.162311
203,0.128385,0.098287,0.155240,0.126777,0.091877,0.102320,0.135417,0.161696
204,0.127429,0.097824,0.154791,0.126047,0.093501,0.103926,0.135599,0.160883
205,0.126428,0.097400,0.154372,0.125189,0.095298,0.105866,0.135792,0.159655
206,0.125516,0.096652,0.153849,0.123671,0.097521,0.108834,0.136283,0.157674
207,0.125511,0.096654,0.153746,0.125470,0.096015,0.106172,0.136207,0.160225
208,0.124680,0.096063,0.153014,0.124614,0.097513,0.107943,0.136665,0.159507
209,0.117819,0.091940,0.154793,0.123669,0.104250,0.114787,0.138365,0.154378
210,0.128018,0.099114,0.156205,0.124688,0.094481,0.106071,0.135382,0.156040
211,0.127109,0.098935,0.156329,0.125850,0.093630,0.103517,0.135173,0.159458
212,0.126082,0.098637,0.155641,0.124926,0.095491,0.105449,0.135417,0.158357
213,0.125083,0.097986,0.154931,0.123327,0.097721,0.108370,0.135927,0.156655
214,0.124278,0.097593,0.154563,0.123087,0.098720,0.109182,0.136117,0.156461
215,0.119298,0.096144,0.157266,0.124104,0.102381,0.110008,0.135877,0.154921
216,0.122764,0.096327,0.153334,0.122639,0.100855,0.111032,0.136879,0.156171
217,0.121782,0.095587,0.153027,0.121921,0.101466,0.111339,0.137340,0.157538
218,0.121887,0.094353,0.151499,0.122179,0.101789,0.112837,0.137474,0.157982
219,0.124475,0.097612,0.154723,0.124644,0.097194,0.106612,0.135876,0.158865
220,0.123381,0.097112,0.154126,0.123690,0.099134,0.108632,0.136160,0.157765
221,0.122585,0.095783,0.152924,0.123013,0.100683,0.111196,0.136994,0.156822
222,0.122273,0.096744,0.153909,0.122153,0.101316,0.112144,0.136651,0.154810
223,0.122342,0.096222,0.153251,0.122142,0.101220,0.111237,0.136932,0.156654
224,0.223082,0.175760,0.174923,0.145263,0.097567,0.097959,0.029344,0.056102
225,0.126665,0.099747,0.158818,0.125370,0.092722,0.103482,0.133567,0.159629
226,0.126095,0.099309,0.158518,0.123470,0.094403,0.106807,0.134218,0.157180
227,0.125238,0.098350,0.159824,0.126351,0.094834,0.104606,0.134459,0.156337
228,0.129505,0.098947,0.155508,0.124760,0.092924,0.105182,0.135400,0.157774
229,0.128409,0.098608,0.155575,0.125472,0.092783,0.103732,0.135195,0.160226
230,0.127527,0.097936,0.154820,0.124019,0.094993,0.106709,0.135732,0.158263
231,0.196395,0.162853,0.171201,0.135328,0.118769,0.099013,0.048515,0.067926
232,0.206078,0.170149,0.182492,0.143160,0.125300,0.099750,0.031722,0.041348
233,0.200036,0.168927,0.186411,0.142157,0.121568,0.106764,0.033330,0.040807
234,0.198981,0.165452,0.187042,0.141970,0.122107,0.107023,0.034078,0.043345
235,0.198585,0.164428,0.184603,0.144424,0.121268,0.109312,0.034619,0.042762
236,0.195770,0.160994,0.180979,0.146342,0.122029,0.113321,0.036396,0.044168
237,0.210798,0.165086,0.187430,0.147924,0.116957,0.102922,0.030336,0.038548
238,0.213657,0.173722,0.194869,0.146319,0.124308,0.097372,0.022095,0.027659
239,0.224347,0.173514,0.195097,0.137297,0.123802,0.092325,0.021724,0.031896
240,0.237123,0.192568,0.190097,0.127905,0.115662,0.083291,0.015716,0.037639
241,0.240139,0.180195,0.176909,0.143386,0.109147,0.077841,0.018717,0.053666
242,0.180901,0.147184,0.157400,0.145163,0.119902,0.120947,0.053853,0.074651
243,0.192308,0.149181,0.163224,0.144345,0.115439,0.111107,0.048528,0.075868
244,0.194272,0.149380,0.161433,0.145424,0.115784,0.112950,0.047757,0.072999
245,0.197589,0.150286,0.159788,0.146178,0.116266,0.113035,0.046518,0.070341
246,0.214173,0.166630,0.182653,0.148826,0.132735,0.084459,0.025147,0.045377
247,0.230638,0.170939,0.176052,0.150286,0.111766,0.066671,0.019856,0.073790
248,0.204100,0.166073,0.179695,0.144142,0.130968,0.076888,0.031908,0.066226
249,0.211137,0.159339,0.177661,0.140328,0.122821,0.074116,0.032447,0.082151
250,0.214905,0.162753,0.172543,0.138151,0.120596,0.076574,0.032147,0.082330
251,0.209829,0.161823,0.163404,0.140233,0.124442,0.084744,0.033786,0.081740
252,0.213823,0.158926,0.167314,0.142752,0.122683,0.080173,0.032066,0.082261
253,0.215661,0.159576,0.164431,0.141804,0.122721,0.079075,0.032044,0.084688
254,0.217705,0.170911,0.187497,0.144944,0.132146,0.083123,0.022331,0.041342
255,0.234527,0.173716,0.179551,0.147492,0.115250,0.065310,0.020381,0.063773
256,0.204667,0.160979,0.175196,0.141375,0.127313,0.097877,0.036379,0.056213
257,0.218625,0.173829,0.190913,0.156853,0.130275,0.067474,0.015901,0.046131
258,0.206998,0.170398,0.189083,0.144342,0.122025,0.108478,0.028868,0.029809
259,0.212950,0.178769,0.193997,0.145216,0.125158,0.100005,0.020897,0.023008
260,0.209102,0.175169,0.193786,0.142403,0.122757,0.105588,0.025562,0.025634
261,0.228822,0.180984,0.186152,0.145176,0.119694,0.095782,0.021894,0.021495
262,0.231662,0.183342,0.187424,0.142315,0.120894,0.090801,0.020638,0.022925
263,0.228363,0.201878,0.184335,0.140504,0.116488,0.087736,0.015698,0.024997
264,0.229443,0.178918,0.182767,0.147671,0.121505,0.091627,0.022670,0.025400
265,0.231199,0.181873,0.186442,0.143710,0.121329,0.088046,0.021251,0.026150
266,0.234578,0.192376,0.181646,0.144011,0.115328,0.084874,0.016005,0.031182
267,0.233417,0.174325,0.168628,0.145636,0.117746,0.097899,0.026849,0.035500
268,0.226369,0.171318,0.172575,0.148618,0.103149,0.089446,0.024634,0.063891
269,0.125726,0.098737,0.158824,0.137487,0.085932,0.094932,0.135325,0.163038
270,0.125726,0.098737,0.158824,0.137487,0.085932,0.094932,0.135325,0.163038
271,0.125726,0.098737,0.158824,0.137487,0.085932,0.094932,0.135325,0.163038
272,0.125726,0.098737,0.158824,0.137487,0.085932,0.094932,0.135325,0.163038
273,0.125942,0.098580,0.160107,0.131366,0.089956,0.099617,0.135715,0.158717
274,0.130378,0.099276,0.156159,0.130299,0.087576,0.098416,0.135877,0.162019
275,0.129200,0.098707,0.156032,0.128903,0.088905,0.099349,0.135779,0.163125
276,0.128606,0.098333,0.155483,0.128206,0.090130,0.100507,0.135817,0.162919
277,0.123423,0.096228,0.157673,0.126459,0.095367,0.104114,0.135838,0.160898
278,0.127352,0.097016,0.153982,0.126649,0.092822,0.103372,0.136278,0.162530
279,0.126066,0.096504,0.153988,0.125761,0.094384,0.104636,0.136284,0.162378
280,0.199808,0.163787,0.171321,0.137930,0.119915,0.095707,0.044021,0.067510
281,0.189452,0.164221,0.170571,0.139448,0.118255,0.110820,0.046193,0.061039
282,0.189292,0.158918,0.165592,0.145045,0.118909,0.115354,0.047177,0.059713
283,0.188345,0.159387,0.169127,0.144050,0.117484,0.118129,0.047190,0.056288
284,0.189220,0.156384,0.167937,0.145149,0.117037,0.118816,0.047428,0.058029
285,0.187206,0.156227,0.167781,0.147212,0.116931,0.123413,0.047658,0.053571
286,0.186362,0.152911,0.165545,0.147723,0.117469,0.124771,0.048679,0.056539
287,0.200206,0.158340,0.168881,0.149100,0.115061,0.116074,0.041448,0.050891
288,0.209360,0.166440,0.169036,0.147468,0.113486,0.112466,0.036429,0.045317
289,0.216019,0.169421,0.164341,0.150647,0.102084,0.090966,0.029539,0.076984
290,0.124015,0.095118,0.153018,0.123016,0.098830,0.109883,0.137267,0.158851
291,0.124007,0.095138,0.152386,0.124265,0.097899,0.108210,0.137418,0.160677
292,0.118939,0.090988,0.153416,0.123200,0.102855,0.114089,0.138905,0.157607
293,0.124365,0.095111,0.152117,0.124432,0.097876,0.108426,0.137404,0.160270
294,0.187329,0.156867,0.162354,0.138916,0.122217,0.101342,0.053532,0.077442
295,0.181164,0.158199,0.167099,0.136246,0.118834,0.113456,0.053135,0.071867
296,0.187210,0.155782,0.163018,0.142636,0.119351,0.113177,0.050080,0.068746
297,0.183205,0.150091,0.160168,0.146924,0.119941,0.118827,0.052110,0.068735
298,0.182797,0.152495,0.164558,0.144573,0.117559,0.121306,0.052457,0.064256
299,0.184394,0.150315,0.162480,0.145134,0.116706,0.121124,0.052680,0.067168
300,0.185795,0.151131,0.161335,0.145758,0.115566,0.122607,0.052231,0.065576
301,0.179722,0.149004,0.161335,0.146302,0.116284,0.128700,0.055056,0.063597
302,0.211330,0.161255,0.160752,0.149904,0.111389,0.111446,0.039338,0.054586
303,0.219243,0.168603,0.159678,0.149141,0.102355,0.086602,0.029215,0.085164
304,0.125831,0.096567,0.153813,0.125422,0.095334,0.105561,0.136297,0.161175
305,0.124768,0.096134,0.153384,0.124633,0.097253,0.107509,0.136583,0.159736
306,0.124179,0.095295,0.152664,0.123065,0.099014,0.110237,0.137213,0.158334
307,0.123538,0.093422,0.151093,0.123758,0.099269,0.111934,0.138095,0.158890
308,0.120395,0.094395,0.156194,0.123181,0.102151,0.111658,0.136659,0.155366
309,0.124656,0.095525,0.152428,0.124577,0.097713,0.108320,0.137045,0.159736
310,0.123272,0.093106,0.151145,0.123641,0.099346,0.112025,0.138145,0.159320
311,0.122978,0.096051,0.157487,0.123626,0.098777,0.108818,0.135834,0.156428
312,0.127451,0.097268,0.154183,0.125864,0.093641,0.104308,0.136037,0.161250
313,0.125897,0.096717,0.154167,0.124815,0.095537,0.106069,0.136174,0.160624
314,0.120680,0.094238,0.156140,0.123171,0.101488,0.111155,0.136820,0.156309
315,0.125212,0.095643,0.152809,0.125203,0.096350,0.106684,0.136997,0.161102
316,0.123779,0.094924,0.152493,0.124152,0.097974,0.108271,0.137441,0.160966
317,0.123221,0.092924,0.150812,0.123551,0.099466,0.112095,0.138400,0.159530
318,0.125175,0.096183,0.153435,0.125275,0.096192,0.106319,0.136592,0.160829
319,0.124383,0.095643,0.152702,0.124456,0.097677,0.108054,0.137030,0.160057
320,0.123538,0.093422,0.151093,0.123758,0.099269,0.111934,0.138095,0.158890
321,0.125511,0.096654,0.153746,0.125470,0.096015,0.106172,0.136207,0.160225
322,0.195320,0.161512,0.170263,0.135702,0.120341,0.099235,0.048532,0.069095
323,0.180324,0.158875,0.169965,0.137740,0.117354,0.120727,0.054733,0.060283
324,0.190525,0.158825,0.180339,0.137246,0.114859,0.115187,0.048921,0.054099
325,0.191597,0.157460,0.179244,0.138737,0.115771,0.117364,0.047782,0.052045
326,0.192825,0.158726,0.177470,0.139780,0.114858,0.119960,0.046980,0.049402
327,0.208370,0.168386,0.198643,0.144977,0.126799,0.098672,0.023429,0.030724
328,0.217295,0.163604,0.195918,0.142007,0.123907,0.095428,0.024264,0.037578
329,0.225764,0.166297,0.185281,0.145354,0.122459,0.093323,0.023891,0.037633
330,0.227612,0.170636,0.185939,0.141797,0.123004,0.093460,0.022475,0.035077
331,0.238204,0.183429,0.177349,0.143420,0.111582,0.082122,0.017282,0.046612
