frame,p0,p1,p2,p3,p4,p5,p6,p7
40,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
41,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
42,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
43,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
44,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
45,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
46,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
47,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
48,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
49,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
50,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
51,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
52,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
53,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
54,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
55,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
56,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
57,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
58,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
59,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
60,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
61,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
62,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
63,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
64,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
65,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
66,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
67,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
68,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
69,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
70,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
71,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
72,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
73,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
74,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
75,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
76,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
77,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
78,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
79,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
80,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
81,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
82,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
83,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
84,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
85,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
86,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
87,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
88,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
89,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
90,0.234653,0.180250,0.200467,0.134929,0.131842,0.062152,0.015203,0.040505
91,0.231523,0.174886,0.197361,0.135301,0.132999,0.060504,0.016572,0.050855
92,0.226144,0.163281,0.193264,0.147701,0.128893,0.049137,0.016966,0.074613
93,0.209642,0.155403,0.177115,0.136473,0.112578,0.036284,0.025731,0.146775
94,0.208332,0.161691,0.169819,0.123485,0.095008,0.030317,0.031707,0.179641
95,0.215631,0.182327,0.142112,0.071151,0.051599,0.026638,0.053735,0.256806
96,0.221655,0.187821,0.132323,0.054344,0.038958,0.027172,0.071604,0.266123
97,0.228844,0.195741,0.125335,0.039882,0.024405,0.025373,0.090738,0.269683
98,0.228938,0.190689,0.119915,0.034670,0.019692,0.025170,0.104847,0.276079
99,0.219180,0.176659,0.113510,0.030028,0.015671,0.026629,0.122950,0.295372
100,0.217812,0.170129,0.105461,0.020171,0.012760,0.036444,0.141733,0.295491
101,0.213717,0.165169,0.095836,0.015290,0.013561,0.053707,0.157690,0.285031
102,0.204471,0.156025,0.086017,0.012664,0.011576,0.055844,0.175548,0.297855
103,0.200595,0.152326,0.079804,0.010967,0.011243,0.062208,0.182605,0.300253
104,0.201960,0.153025,0.072861,0.008615,0.011152,0.078679,0.189141,0.284566
105,0.206738,0.150787,0.069619,0.007645,0.012283,0.096260,0.190867,0.265801
106,0.206223,0.144957,0.067769,0.007192,0.012499,0.106163,0.190978,0.264218
107,0.243325,0.119974,0.049761,0.003729,0.013687,0.138882,0.164991,0.265651
108,0.255096,0.103865,0.058575,0.005764,0.033070,0.163886,0.125381,0.254363
109,0.220671,0.065778,0.049703,0.010534,0.071651,0.205574,0.123814,0.252275
110,0.116032,0.061111,0.066182,0.040195,0.130250,0.221897,0.162976,0.201358
111,0.077154,0.040199,0.039110,0.045068,0.176947,0.252648,0.183492,0.185383
112,0.075288,0.034515,0.042597,0.056302,0.179391,0.261514,0.166748,0.183645
113,0.085248,0.033857,0.042550,0.057282,0.183901,0.251689,0.155485,0.189988
114,0.064006,0.039510,0.055208,0.085620,0.185380,0.238699,0.170110,0.161466
115,0.055580,0.036170,0.054253,0.099002,0.196557,0.236369,0.169729,0.152340
116,0.045770,0.024942,0.049727,0.129219,0.206486,0.224682,0.168673,0.150500
117,0.038940,0.015098,0.037681,0.141635,0.207424,0.228869,0.177258,0.153096
118,0.037506,0.012872,0.037534,0.160545,0.198924,0.216411,0.176305,0.159901
119,0.023082,0.007645,0.030292,0.197355,0.203338,0.211653,0.185042,0.141594
120,0.039700,0.014692,0.046290,0.159838,0.183387,0.206409,0.178674,0.171008
121,0.036550,0.016186,0.056764,0.170994,0.179316,0.203912,0.170261,0.166016
122,0.036006,0.014820,0.061093,0.184207,0.174349,0.194741,0.164493,0.170291
123,0.121848,0.091575,0.148030,0.122733,0.098531,0.110501,0.141790,0.164993
124,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
125,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
126,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
127,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
128,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
129,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
130,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
131,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
132,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
133,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
134,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
135,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
136,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
137,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
138,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
139,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
140,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
141,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
142,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
143,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
144,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
145,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
146,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
147,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
148,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
149,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
150,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
151,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
152,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
153,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
154,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
155,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
156,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
157,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
158,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
159,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
160,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
161,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
162,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
163,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
164,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
165,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
166,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
167,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
168,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
169,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
170,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
171,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
172,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
173,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
174,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
175,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
176,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
177,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
178,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
179,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
180,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
181,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
182,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
183,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
184,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
185,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
186,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
187,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
188,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
189,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
190,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
191,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
192,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
193,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
194,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
195,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
196,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
197,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
198,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
199,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
200,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
201,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
202,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
203,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
204,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
205,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
206,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
207,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
208,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
209,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
210,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
211,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
212,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
213,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
214,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
215,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
216,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
217,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
218,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
219,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
220,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
221,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
222,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
223,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
224,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
225,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
226,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
227,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
228,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
229,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
230,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
231,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
232,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
233,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
234,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
235,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
236,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
237,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
238,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
239,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
240,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
241,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
242,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
243,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
244,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
245,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
246,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
247,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
248,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
249,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
250,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
251,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
252,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
253,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
254,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
255,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
256,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
257,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
258,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
259,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
260,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
261,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
262,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
263,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
264,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
265,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
266,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
267,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
268,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
269,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
270,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
271,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
272,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
273,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
274,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
275,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
276,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
277,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
278,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
279,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
280,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
281,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
282,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
283,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
284,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
285,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
286,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
287,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
288,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
289,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
290,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
291,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
292,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
293,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
294,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
295,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
296,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
297,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
298,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
299,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
300,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
301,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
302,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
303,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
304,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
305,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
306,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
307,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
308,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
309,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
310,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
311,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
312,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
313,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
314,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
315,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
316,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
317,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
318,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
319,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
320,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
321,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
322,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
323,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
324,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
325,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
326,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
327,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
328,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
329,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
330,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
331,0.062131,0.056837,0.134618,0.130821,0.133958,0.149316,0.173268,0.159051
