frame,p0,p1,p2,p3,p4,p5,p6,p7
24,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
25,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
26,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
27,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
28,0.134149,0.114430,0.100240,0.102852,0.105530,0.099260,0.118245,0.225295
29,0.126196,0.118508,0.102057,0.101968,0.104604,0.099263,0.118223,0.229182
30,0.125809,0.119296,0.102608,0.101678,0.104432,0.099349,0.118263,0.228566
31,0.125516,0.123016,0.101369,0.093562,0.100695,0.100440,0.126518,0.228884
32,0.118763,0.120977,0.101313,0.096153,0.102201,0.099718,0.125936,0.234939
33,0.119808,0.119709,0.101543,0.093349,0.100835,0.101734,0.131367,0.231655
34,0.116806,0.116150,0.100180,0.097484,0.102242,0.100428,0.128881,0.237828
35,0.118299,0.117997,0.101040,0.096291,0.102237,0.100567,0.128904,0.234664
36,0.117871,0.121742,0.101645,0.093754,0.102249,0.101500,0.130833,0.230406
37,0.117477,0.120725,0.100561,0.091477,0.099898,0.101866,0.134263,0.233733
38,0.119326,0.119094,0.101005,0.096671,0.102533,0.100307,0.127876,0.233189
39,0.118753,0.122754,0.101807,0.094170,0.102684,0.101217,0.129810,0.228805
40,0.117884,0.120284,0.100613,0.091962,0.100206,0.101852,0.133988,0.233209
41,0.113775,0.121996,0.103619,0.090856,0.101621,0.105164,0.139462,0.223506
42,0.113553,0.113786,0.099197,0.093792,0.101499,0.103351,0.138801,0.236022
43,0.119907,0.107786,0.099666,0.107331,0.103118,0.098802,0.124334,0.239057
44,0.119905,0.108256,0.099742,0.107062,0.102975,0.098822,0.124334,0.238903
45,0.119862,0.108606,0.099818,0.106862,0.102842,0.098852,0.124346,0.238811
46,0.119891,0.109103,0.099917,0.106639,0.102730,0.098899,0.124297,0.238524
47,0.120101,0.109939,0.100080,0.106392,0.102908,0.099026,0.124182,0.237372
48,0.120541,0.111297,0.100217,0.105819,0.104172,0.099418,0.124721,0.233815
49,0.120815,0.116511,0.101730,0.101680,0.104578,0.100115,0.126162,0.228409
50,0.114350,0.108474,0.099759,0.097042,0.102670,0.102829,0.138022,0.236854
51,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
52,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
53,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
54,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
55,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
56,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
57,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
58,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
59,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
60,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
61,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
62,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
63,0.119742,0.096683,0.095625,0.110954,0.106135,0.099569,0.127893,0.243398
64,0.115399,0.094530,0.096039,0.116553,0.106599,0.099756,0.127396,0.243728
65,0.117928,0.095783,0.095565,0.114372,0.106049,0.099406,0.126869,0.244027
66,0.089199,0.071859,0.087830,0.116041,0.113914,0.114105,0.159623,0.247429
67,0.097116,0.067993,0.084781,0.123503,0.114714,0.107483,0.148303,0.256107
68,0.076465,0.056667,0.082092,0.128548,0.121787,0.121012,0.169047,0.244381
69,0.090082,0.059936,0.081564,0.129363,0.117397,0.111551,0.156409,0.253698
70,0.092003,0.062368,0.083039,0.127940,0.118018,0.111681,0.155956,0.248996
71,0.090621,0.064666,0.084835,0.125026,0.119481,0.113980,0.159155,0.242236
72,0.070193,0.051913,0.080160,0.124800,0.127202,0.131140,0.184261,0.230330
73,0.086379,0.053109,0.077857,0.134020,0.119617,0.114873,0.163706,0.250437
74,0.085251,0.054750,0.079659,0.131473,0.121809,0.116859,0.166707,0.243493
75,0.080912,0.050685,0.076927,0.129385,0.122678,0.119775,0.173676,0.245962
76,0.086114,0.055005,0.079664,0.131249,0.121274,0.115973,0.165764,0.244957
77,0.080300,0.049731,0.076544,0.130524,0.123164,0.119329,0.173994,0.246414
78,0.081427,0.057954,0.081773,0.127226,0.118145,0.118918,0.167851,0.246707
79,0.093178,0.061451,0.082305,0.128453,0.116491,0.110619,0.155838,0.251665
80,0.092181,0.063246,0.084088,0.126228,0.118954,0.112910,0.158562,0.243831
81,0.086361,0.057851,0.081456,0.125657,0.120695,0.115941,0.166962,0.245078
82,0.078990,0.054976,0.080077,0.130279,0.118837,0.119466,0.169196,0.248179
83,0.089186,0.055753,0.078830,0.132412,0.116599,0.111188,0.157865,0.258166
84,0.090948,0.057710,0.079808,0.131084,0.116697,0.111005,0.156522,0.256226
85,0.091579,0.058498,0.080550,0.130525,0.117673,0.111628,0.157501,0.252045
86,0.075577,0.059229,0.084845,0.124686,0.124862,0.125348,0.175406,0.230047
87,0.083958,0.057737,0.081532,0.124837,0.120872,0.117946,0.169291,0.243826
88,0.092461,0.060608,0.081561,0.128912,0.116035,0.109963,0.154432,0.256028
89,0.093582,0.061870,0.082533,0.128187,0.116768,0.110336,0.154945,0.251779
90,0.070825,0.049472,0.078567,0.131709,0.128392,0.128816,0.181290,0.230929
91,0.079609,0.049420,0.076376,0.130635,0.123855,0.120457,0.174849,0.244798
92,0.090934,0.057883,0.079916,0.130945,0.116739,0.110999,0.156447,0.256136
93,0.091598,0.058655,0.080634,0.130396,0.117704,0.111606,0.157405,0.252002
94,0.088087,0.058881,0.081704,0.128706,0.120166,0.115079,0.162957,0.244420
95,0.082848,0.053876,0.078969,0.127033,0.121366,0.118617,0.171333,0.245960
96,0.104372,0.065279,0.081843,0.132114,0.115782,0.104748,0.141342,0.254521
97,0.104460,0.065739,0.082564,0.131657,0.117035,0.105736,0.142780,0.250029
98,0.101481,0.066064,0.084327,0.129809,0.119904,0.108900,0.147469,0.242047
99,0.086956,0.052387,0.078163,0.130481,0.121517,0.115502,0.166629,0.248364
100,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
101,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
102,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
103,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
104,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
105,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
106,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
107,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
108,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
109,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
110,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
111,0.116432,0.090789,0.093846,0.114859,0.106865,0.100555,0.130512,0.246141
112,0.108387,0.100368,0.096841,0.101461,0.104120,0.104245,0.142346,0.242232
113,0.107439,0.093848,0.094541,0.108545,0.105898,0.102124,0.138053,0.249552
114,0.109807,0.095435,0.094968,0.107038,0.104835,0.101648,0.137021,0.249248
115,0.109851,0.095780,0.095113,0.106952,0.104857,0.101672,0.136985,0.248790
116,0.109801,0.096181,0.095334,0.106902,0.104915,0.101741,0.136967,0.248160
117,0.110015,0.096923,0.095701,0.106851,0.105138,0.101856,0.136811,0.246705
118,0.110261,0.097710,0.096300,0.106739,0.106193,0.102336,0.137408,0.243054
119,0.097856,0.096945,0.098363,0.100319,0.109470,0.112016,0.155053,0.229979
120,0.101921,0.086217,0.092655,0.107301,0.111173,0.109524,0.151844,0.239365
121,0.110418,0.101701,0.096884,0.100203,0.105106,0.105210,0.142392,0.238087
122,0.117822,0.094467,0.095068,0.115148,0.106915,0.099515,0.126928,0.244136
123,0.117805,0.094624,0.095139,0.115101,0.106929,0.099496,0.126837,0.244070
124,0.117862,0.094973,0.095274,0.115002,0.106902,0.099491,0.126689,0.243808
125,0.118121,0.095623,0.095527,0.114910,0.107150,0.099570,0.126474,0.242626
126,0.101164,0.093726,0.096968,0.104778,0.108493,0.108610,0.149643,0.236617
127,0.105200,0.090837,0.094840,0.109840,0.111358,0.105861,0.142984,0.239079
128,0.101000,0.086084,0.093151,0.107700,0.111418,0.109731,0.151821,0.239095
129,0.117972,0.095825,0.095527,0.114337,0.106245,0.099388,0.126811,0.243895
130,0.117916,0.095959,0.095580,0.114297,0.106246,0.099377,0.126764,0.243859
131,0.117942,0.096296,0.095699,0.114197,0.106202,0.099378,0.126655,0.243630
132,0.118157,0.096922,0.095930,0.114120,0.106453,0.099469,0.126478,0.242472
133,0.118584,0.097768,0.096201,0.113941,0.108042,0.099951,0.127065,0.238449
134,0.117721,0.101819,0.097983,0.110163,0.109334,0.101285,0.129560,0.232136
135,0.109496,0.093041,0.095954,0.105593,0.108552,0.105831,0.143600,0.237933
136,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
137,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
138,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
139,0.142384,0.116573,0.099759,0.100507,0.104098,0.097935,0.112464,0.226280
140,0.130057,0.119511,0.103760,0.101557,0.107436,0.099596,0.114813,0.223271
141,0.129530,0.120155,0.104392,0.101244,0.107502,0.099748,0.115086,0.222343
142,0.129358,0.120842,0.104547,0.100832,0.107379,0.099832,0.115204,0.222006
143,0.129154,0.121549,0.104671,0.100495,0.107334,0.099963,0.115301,0.221532
144,0.128824,0.122494,0.104857,0.100148,0.107462,0.100191,0.115434,0.220589
145,0.128288,0.123938,0.105220,0.099732,0.108020,0.100607,0.115718,0.218477
146,0.127614,0.126304,0.105823,0.098753,0.108862,0.101125,0.116814,0.214704
147,0.127294,0.130718,0.106341,0.095793,0.108396,0.101796,0.119438,0.210224
148,0.131063,0.132602,0.106609,0.091747,0.104948,0.101479,0.120982,0.210570
149,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
150,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
151,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
152,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
153,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
154,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
155,0.124051,0.105220,0.098161,0.106515,0.105081,0.099124,0.124916,0.236932
156,0.118829,0.106304,0.099389,0.108898,0.103880,0.098907,0.124531,0.239262
157,0.119856,0.107153,0.099538,0.107734,0.103293,0.098817,0.124454,0.239155
158,0.119848,0.107586,0.099622,0.107495,0.103160,0.098833,0.124451,0.239004
159,0.119807,0.107915,0.099698,0.107308,0.103032,0.098859,0.124457,0.238924
160,0.119836,0.108391,0.099799,0.107099,0.102923,0.098900,0.124403,0.238649
161,0.120046,0.109199,0.099966,0.106870,0.103102,0.099022,0.124284,0.237510
162,0.120510,0.110498,0.100103,0.106328,0.104383,0.099412,0.124823,0.233942
163,0.120733,0.115695,0.101616,0.102200,0.104820,0.100136,0.126317,0.228483
164,0.114322,0.108164,0.099696,0.097247,0.102763,0.102838,0.138086,0.236884
165,0.116361,0.090657,0.093797,0.114947,0.106878,0.100580,0.130582,0.246199
166,0.113997,0.088093,0.093139,0.120358,0.109109,0.100315,0.129098,0.245891
167,0.116480,0.089460,0.092892,0.118080,0.108260,0.099901,0.128426,0.246501
168,0.116597,0.089642,0.092981,0.117914,0.108305,0.099829,0.128265,0.246467
169,0.116558,0.089829,0.093096,0.117857,0.108314,0.099801,0.128164,0.246381
170,0.116575,0.090165,0.093258,0.117786,0.108324,0.099806,0.128027,0.246059
171,0.116786,0.090783,0.093554,0.117743,0.108634,0.099909,0.127826,0.244765
172,0.097344,0.087061,0.094775,0.108552,0.110572,0.110932,0.153734,0.237029
173,0.102813,0.084846,0.092957,0.113176,0.113397,0.107402,0.145592,0.239818
174,0.097485,0.078997,0.090617,0.111360,0.113762,0.111792,0.155800,0.240187
175,0.116597,0.089642,0.092981,0.117914,0.108305,0.099829,0.128265,0.246467
176,0.116558,0.089830,0.093096,0.117856,0.108314,0.099801,0.128164,0.246381
177,0.116575,0.090166,0.093258,0.117786,0.108324,0.099806,0.128027,0.246059
178,0.116786,0.090783,0.093554,0.117743,0.108634,0.099909,0.127826,0.244765
179,0.117130,0.091753,0.094130,0.117551,0.110151,0.100436,0.128418,0.240431
180,0.115867,0.095439,0.096238,0.114025,0.111860,0.102168,0.131115,0.233288
181,0.105495,0.084512,0.093387,0.110093,0.111593,0.107925,0.147665,0.239329
182,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
183,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
184,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
185,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
186,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
187,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
188,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
189,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
190,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
191,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
192,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
193,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
194,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
195,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
196,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
197,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
198,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
199,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
200,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
201,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
202,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
203,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
204,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
205,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
206,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
207,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
208,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
209,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
210,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
211,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
212,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
213,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
214,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
215,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
216,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
217,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
218,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
219,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
220,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
221,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
222,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
223,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
224,0.098641,0.072772,0.089168,0.117128,0.115792,0.110729,0.153434,0.242337
225,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
226,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
227,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
228,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
229,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
230,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
231,0.108833,0.078436,0.089157,0.122804,0.108968,0.103144,0.136706,0.251952
232,0.108305,0.098792,0.096121,0.102750,0.104304,0.104188,0.142642,0.242898
233,0.104248,0.092607,0.094562,0.108775,0.106036,0.102663,0.140493,0.250616
234,0.105790,0.093205,0.095011,0.108180,0.105508,0.102327,0.139709,0.250270
235,0.106086,0.093680,0.095122,0.107874,0.105446,0.102242,0.139525,0.250025
236,0.106130,0.094016,0.095298,0.107775,0.105502,0.102250,0.139449,0.249580
237,0.106496,0.094608,0.095570,0.107670,0.105698,0.102283,0.139224,0.248452
238,0.096324,0.083835,0.093464,0.109392,0.111549,0.111373,0.155063,0.238999
239,0.102293,0.082204,0.091594,0.114094,0.113734,0.107747,0.146951,0.241384
240,0.099859,0.078741,0.089882,0.111781,0.113158,0.110425,0.154067,0.242087
241,0.111817,0.098495,0.095973,0.103018,0.106407,0.105184,0.140784,0.238322
242,0.116278,0.088831,0.092984,0.118775,0.108451,0.099806,0.128091,0.246783
243,0.116324,0.089156,0.093139,0.118696,0.108440,0.099790,0.127937,0.246517
244,0.116564,0.089749,0.093423,0.118659,0.108755,0.099882,0.127725,0.245244
245,0.116962,0.090647,0.093970,0.118552,0.110379,0.100419,0.128292,0.240780
246,0.085646,0.074050,0.090688,0.114147,0.118792,0.119390,0.165944,0.231343
247,0.089407,0.065812,0.085180,0.118633,0.118008,0.116286,0.164721,0.241952
248,0.080637,0.059397,0.082389,0.126261,0.119475,0.118356,0.166100,0.247384
249,0.091050,0.059740,0.080817,0.128663,0.116313,0.110134,0.155149,0.258133
250,0.092455,0.061157,0.081494,0.127618,0.116156,0.109640,0.153560,0.257919
251,0.093036,0.061780,0.081841,0.127154,0.116157,0.109386,0.152973,0.257673
252,0.093549,0.062417,0.082250,0.126824,0.116339,0.109389,0.152774,0.256459
253,0.094027,0.063037,0.082953,0.126698,0.117150,0.110026,0.153928,0.252182
254,0.098408,0.089718,0.095592,0.105934,0.111643,0.111747,0.155875,0.231083
255,0.093835,0.081706,0.092780,0.109944,0.114856,0.111101,0.156015,0.239763
256,0.103186,0.091797,0.096111,0.108307,0.110500,0.105605,0.144586,0.239909
257,0.083934,0.070060,0.088790,0.111639,0.120248,0.121777,0.171791,0.231762
258,0.108042,0.086092,0.093030,0.115033,0.110314,0.103156,0.136262,0.248070
259,0.094407,0.085887,0.095756,0.109801,0.111184,0.110939,0.152164,0.239863
260,0.102788,0.084148,0.093224,0.115122,0.111247,0.104761,0.140594,0.248116
261,0.104015,0.086387,0.094308,0.113605,0.111098,0.104759,0.140320,0.245507
262,0.104221,0.089431,0.095153,0.110837,0.111704,0.106190,0.142351,0.240114
263,0.104657,0.090766,0.094344,0.106860,0.109741,0.107574,0.146064,0.239995
264,0.102414,0.077603,0.089868,0.118464,0.112406,0.105137,0.144252,0.249856
265,0.100589,0.080168,0.091743,0.115963,0.114580,0.107840,0.147429,0.241688
266,0.095116,0.074350,0.088988,0.114347,0.115609,0.112255,0.157539,0.241796
267,0.115316,0.093802,0.095955,0.115384,0.112525,0.102327,0.131213,0.233478
268,0.105363,0.083444,0.093143,0.111148,0.112139,0.107940,0.147404,0.239419
269,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
270,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
271,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
272,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
273,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
274,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
275,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
276,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
277,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
278,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
279,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
280,0.114993,0.088171,0.093301,0.117426,0.108018,0.101157,0.131202,0.245732
281,0.113321,0.086664,0.092949,0.121759,0.109493,0.100583,0.129350,0.245880
282,0.116046,0.088389,0.092795,0.119120,0.108458,0.099988,0.128457,0.246747
283,0.116265,0.088630,0.092875,0.118866,0.108471,0.099866,0.128227,0.246800
284,0.116278,0.088831,0.092984,0.118775,0.108451,0.099806,0.128091,0.246783
285,0.116324,0.089156,0.093139,0.118696,0.108440,0.099790,0.127937,0.246517
286,0.116564,0.089749,0.093423,0.118659,0.108755,0.099882,0.127725,0.245244
287,0.116962,0.090647,0.093970,0.118552,0.110379,0.100419,0.128292,0.240780
288,0.115316,0.093802,0.095955,0.115384,0.112525,0.102327,0.131213,0.233478
289,0.105363,0.083444,0.093143,0.111148,0.112139,0.107940,0.147404,0.239419
290,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
291,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
292,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
293,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
294,0.127736,0.109669,0.099497,0.104749,0.104878,0.098756,0.121998,0.232716
295,0.121885,0.112766,0.100912,0.104941,0.102778,0.098589,0.121724,0.236404
296,0.121971,0.113448,0.101329,0.104291,0.102461,0.098636,0.121865,0.236000
297,0.121914,0.114057,0.101427,0.103955,0.102341,0.098671,0.121892,0.235742
298,0.121857,0.114535,0.101533,0.103708,0.102235,0.098713,0.121902,0.235516
299,0.121860,0.115176,0.101671,0.103441,0.102148,0.098773,0.121849,0.235083
300,0.121985,0.116235,0.101900,0.103109,0.102310,0.098913,0.121733,0.233815
301,0.122189,0.118099,0.102142,0.102257,0.103333,0.099265,0.122303,0.230413
302,0.122463,0.123646,0.103315,0.098104,0.103275,0.099734,0.123726,0.225736
303,0.118444,0.117769,0.101700,0.093671,0.100598,0.101273,0.133273,0.233272
304,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
305,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
306,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
307,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
308,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
309,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
310,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
311,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
312,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
313,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
314,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
315,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
316,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
317,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
318,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
319,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
320,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
321,0.152177,0.084325,0.084915,0.094330,0.076098,0.078273,0.091484,0.338399
322,0.110705,0.081595,0.090869,0.121204,0.108248,0.102396,0.134818,0.250164
323,0.111095,0.081977,0.090936,0.124855,0.110704,0.101362,0.131621,0.247450
324,0.113482,0.083656,0.091009,0.122363,0.109699,0.100737,0.130677,0.248376
325,0.113782,0.084022,0.091142,0.121940,0.109684,0.100563,0.130412,0.248455
326,0.113776,0.084228,0.091273,0.121818,0.109696,0.100488,0.130296,0.248425
327,0.093360,0.079162,0.091929,0.113822,0.110860,0.111499,0.155411,0.243956
328,0.100954,0.076304,0.089129,0.120100,0.111882,0.105273,0.144112,0.252246
329,0.102288,0.077764,0.089869,0.118996,0.112451,0.105453,0.144372,0.248806
330,0.100563,0.080440,0.091607,0.116071,0.114566,0.108134,0.147535,0.241083
331,0.096327,0.076939,0.089962,0.112854,0.114689,0.112015,0.156391,0.240823
