frame,p0,p1,p2,p3,p4,p5,p6,p7
71,0.092626,0.040182,0.055216,0.077381,0.081245,0.093250,0.134674,0.425424
72,0.092685,0.040226,0.055250,0.077403,0.081264,0.093259,0.134671,0.425242
73,0.092285,0.039930,0.055015,0.077266,0.081147,0.093219,0.134704,0.426434
74,0.088623,0.037256,0.052865,0.075983,0.080038,0.092827,0.134955,0.437453
75,0.092188,0.039857,0.054959,0.077232,0.081117,0.093206,0.134711,0.426729
76,0.088521,0.037182,0.052805,0.075945,0.080005,0.092812,0.134960,0.437772
77,0.092135,0.039818,0.054927,0.077212,0.081100,0.093199,0.134715,0.426893
78,0.092134,0.039817,0.054927,0.077212,0.081100,0.093199,0.134715,0.426896
79,0.088507,0.037172,0.052796,0.075939,0.080000,0.092810,0.134961,0.437816
80,0.081311,0.032170,0.048542,0.073247,0.077630,0.091868,0.135171,0.460061
81,0.081363,0.032206,0.048573,0.073268,0.077649,0.091877,0.135171,0.459892
82,0.081361,0.032205,0.048572,0.073267,0.077648,0.091877,0.135171,0.459898
83,0.084950,0.034659,0.050697,0.074638,0.078861,0.092375,0.135113,0.448707
84,0.084946,0.034656,0.050695,0.074637,0.078860,0.092375,0.135113,0.448718
85,0.081414,0.032241,0.048603,0.073289,0.077667,0.091887,0.135171,0.459728
86,0.085058,0.034735,0.050761,0.074680,0.078898,0.092392,0.135110,0.448365
87,0.085003,0.034696,0.050729,0.074659,0.078879,0.092384,0.135112,0.448538
88,0.081413,0.032239,0.048602,0.073288,0.077667,0.091886,0.135172,0.459733
89,0.084948,0.034658,0.050697,0.074637,0.078861,0.092375,0.135113,0.448712
90,0.092225,0.039885,0.054979,0.077245,0.081128,0.093211,0.134709,0.426620
91,0.092173,0.039846,0.054949,0.077226,0.081112,0.093204,0.134712,0.426777
92,0.088499,0.037166,0.052791,0.075936,0.079997,0.092809,0.134961,0.437840
93,0.084944,0.034655,0.050694,0.074636,0.078859,0.092374,0.135113,0.448724
94,0.088555,0.037206,0.052824,0.075957,0.080015,0.092817,0.134958,0.437667
95,0.092120,0.039806,0.054918,0.077207,0.081096,0.093198,0.134716,0.426939
96,0.088445,0.037127,0.052760,0.075916,0.079980,0.092801,0.134964,0.438008
97,0.084894,0.034620,0.050665,0.074616,0.078842,0.092366,0.135114,0.448882
98,0.081249,0.032129,0.048506,0.073222,0.077608,0.091858,0.135171,0.460257
99,0.084839,0.034581,0.050632,0.074595,0.078823,0.092358,0.135115,0.449056
100,0.084799,0.034554,0.050610,0.074579,0.078810,0.092351,0.135116,0.449180
101,0.085099,0.034763,0.050786,0.074693,0.078910,0.092391,0.135108,0.448250
102,0.085063,0.034738,0.050765,0.074680,0.078899,0.092388,0.135109,0.448357
103,0.085019,0.034707,0.050739,0.074663,0.078884,0.092381,0.135110,0.448497
104,0.085026,0.034712,0.050743,0.074666,0.078886,0.092384,0.135110,0.448472
105,0.085137,0.034790,0.050808,0.074708,0.078923,0.092399,0.135107,0.448127
106,0.096366,0.043006,0.057377,0.078629,0.082302,0.093604,0.134318,0.414399
107,0.099115,0.045141,0.058975,0.079510,0.083043,0.093816,0.134000,0.406400
108,0.107436,0.051904,0.063771,0.082001,0.085092,0.094289,0.132766,0.382741
109,0.101995,0.047430,0.060642,0.080404,0.083787,0.094013,0.133620,0.398110
110,0.099325,0.045314,0.059102,0.079582,0.083108,0.093827,0.133974,0.405768
111,0.099309,0.045301,0.059090,0.079575,0.083102,0.093826,0.133977,0.405821
112,0.100453,0.046209,0.059754,0.079934,0.083403,0.093904,0.133830,0.402514
113,0.102098,0.047528,0.060706,0.080445,0.083828,0.094014,0.133607,0.397774
114,0.100522,0.046270,0.059794,0.079963,0.083429,0.093912,0.133823,0.402288
115,0.098237,0.044471,0.058472,0.079247,0.082831,0.093749,0.134110,0.408882
116,0.095579,0.042421,0.056925,0.078387,0.082105,0.093537,0.134404,0.416641
117,0.099193,0.045224,0.059041,0.079567,0.083103,0.093847,0.134002,0.406023
118,0.096038,0.042776,0.057209,0.078556,0.082252,0.093603,0.134365,0.415202
119,0.100862,0.046550,0.060028,0.080103,0.083554,0.093974,0.133789,0.401141
120,0.101346,0.046928,0.060297,0.080235,0.083659,0.093989,0.133717,0.399829
121,0.097197,0.043660,0.057890,0.078926,0.082564,0.093692,0.134237,0.411834
122,0.093856,0.041106,0.055920,0.077805,0.081607,0.093384,0.134569,0.421753
123,0.092507,0.040095,0.055130,0.077344,0.081211,0.093254,0.134685,0.425772
124,0.090806,0.038836,0.054129,0.076758,0.080703,0.093094,0.134818,0.430857
125,0.090860,0.038875,0.054160,0.076776,0.080719,0.093100,0.134814,0.430698
126,0.096301,0.042956,0.057341,0.078613,0.082288,0.093612,0.134328,0.414562
127,0.096541,0.043142,0.057484,0.078688,0.082354,0.093620,0.134300,0.413871
128,0.093764,0.041031,0.055863,0.077767,0.081571,0.093375,0.134575,0.422052
129,0.088392,0.037088,0.052714,0.075897,0.079959,0.092807,0.134964,0.438178
130,0.086016,0.035403,0.051311,0.075033,0.079204,0.092525,0.135074,0.445434
131,0.085923,0.035338,0.051256,0.074999,0.079174,0.092514,0.135077,0.445719
132,0.086713,0.035896,0.051718,0.075293,0.079431,0.092619,0.135047,0.443282
133,0.083860,0.033906,0.050033,0.074231,0.078498,0.092253,0.135140,0.452079
134,0.084784,0.034547,0.050578,0.074579,0.078805,0.092374,0.135116,0.449217
135,0.089338,0.037776,0.053270,0.076242,0.080263,0.092916,0.134910,0.435284
136,0.083766,0.033845,0.049983,0.074198,0.078472,0.092230,0.135141,0.452366
137,0.084088,0.034067,0.050175,0.074321,0.078582,0.092276,0.135135,0.451356
138,0.086505,0.035753,0.051602,0.075222,0.079373,0.092589,0.135058,0.443899
139,0.090321,0.038487,0.053841,0.076584,0.080556,0.093025,0.134846,0.432339
140,0.090058,0.038294,0.053689,0.076492,0.080476,0.092998,0.134865,0.433127
141,0.089907,0.038184,0.053600,0.076438,0.080429,0.092979,0.134874,0.433589
142,0.088716,0.037321,0.052901,0.076015,0.080061,0.092853,0.134948,0.437184
143,0.091831,0.039592,0.054729,0.077107,0.081006,0.093182,0.134737,0.427817
144,0.093468,0.040808,0.055689,0.077666,0.081484,0.093347,0.134602,0.422935
145,0.091699,0.039494,0.054654,0.077059,0.080966,0.093158,0.134745,0.428225
146,0.094511,0.041594,0.056300,0.078014,0.081783,0.093429,0.134504,0.419864
147,0.092749,0.040274,0.055267,0.077419,0.081276,0.093261,0.134660,0.425095
148,0.087326,0.036330,0.052084,0.075512,0.079625,0.092674,0.135017,0.441431
149,0.079278,0.030819,0.047321,0.072449,0.076915,0.091578,0.135160,0.466481
150,0.081992,0.032632,0.048934,0.073516,0.077866,0.091984,0.135168,0.457908
151,0.079272,0.030815,0.047318,0.072444,0.076911,0.091573,0.135158,0.466508
152,0.079310,0.030840,0.047340,0.072460,0.076925,0.091579,0.135159,0.466388
153,0.079039,0.030664,0.047183,0.072357,0.076835,0.091536,0.135158,0.467228
154,0.074428,0.027696,0.044431,0.070457,0.075122,0.090752,0.134994,0.482120
155,0.075859,0.028602,0.045287,0.071057,0.075665,0.091008,0.135065,0.477457
156,0.073141,0.026890,0.043663,0.069907,0.074621,0.090516,0.134916,0.486345
157,0.073106,0.026865,0.043638,0.069893,0.074605,0.090527,0.134916,0.486450
158,0.081397,0.032230,0.048576,0.073285,0.077660,0.091905,0.135171,0.459775
159,0.081000,0.031963,0.048340,0.073125,0.077518,0.091837,0.135168,0.461050
160,0.081372,0.032212,0.048558,0.073274,0.077649,0.091898,0.135169,0.459868
161,0.081899,0.032569,0.048871,0.073482,0.077834,0.091979,0.135169,0.458198
162,0.081476,0.032283,0.048621,0.073316,0.077687,0.091916,0.135170,0.459530
163,0.080352,0.031528,0.047954,0.072873,0.077291,0.091747,0.135169,0.463085
164,0.085252,0.034867,0.050858,0.074754,0.078957,0.092441,0.135104,0.447767
165,0.087975,0.036789,0.052463,0.075751,0.079830,0.092773,0.134989,0.439430
166,0.085189,0.034823,0.050820,0.074728,0.078934,0.092428,0.135104,0.447974
167,0.085180,0.034816,0.050815,0.074724,0.078930,0.092425,0.135104,0.448006
168,0.076987,0.029319,0.045951,0.071516,0.076074,0.091210,0.135104,0.473838
169,0.079734,0.031115,0.047587,0.072627,0.077071,0.091655,0.135164,0.465046
170,0.080441,0.031588,0.048015,0.072904,0.077322,0.091747,0.135167,0.462817
171,0.085203,0.034832,0.050828,0.074734,0.078940,0.092433,0.135105,0.447925
172,0.090681,0.038744,0.054054,0.076713,0.080664,0.093079,0.134826,0.431239
173,0.090682,0.038745,0.054055,0.076713,0.080664,0.093079,0.134826,0.431236
174,0.087931,0.036757,0.052438,0.075736,0.079817,0.092771,0.134993,0.439557
175,0.082330,0.032856,0.049128,0.073646,0.077978,0.092046,0.135166,0.456851
176,0.085128,0.034780,0.050784,0.074707,0.078915,0.092425,0.135108,0.448154
177,0.085190,0.034823,0.050820,0.074731,0.078936,0.092435,0.135106,0.447959
178,0.087936,0.036761,0.052441,0.075739,0.079819,0.092774,0.134993,0.439538
179,0.087913,0.036744,0.052427,0.075731,0.079812,0.092772,0.134994,0.439606
180,0.082406,0.032908,0.049174,0.073677,0.078006,0.092060,0.135166,0.456603
181,0.080304,0.031496,0.047933,0.072853,0.077276,0.091732,0.135168,0.463238
182,0.074933,0.028009,0.044734,0.070663,0.075305,0.090845,0.135018,0.480493
183,0.080172,0.031408,0.047853,0.072799,0.077228,0.091711,0.135166,0.463663
184,0.082818,0.033190,0.049428,0.073836,0.078150,0.092110,0.135161,0.455307
185,0.085577,0.035095,0.051060,0.074879,0.079069,0.092483,0.135096,0.446741
186,0.088299,0.037022,0.052663,0.075871,0.079937,0.092810,0.134974,0.438424
187,0.085455,0.035010,0.050989,0.074834,0.079031,0.092469,0.135101,0.447110
188,0.085505,0.035045,0.051017,0.074854,0.079047,0.092477,0.135100,0.446955
189,0.084403,0.034282,0.050368,0.074444,0.078689,0.092331,0.135132,0.450351
190,0.084501,0.034349,0.050420,0.074474,0.078715,0.092334,0.135125,0.450083
191,0.087139,0.036197,0.051977,0.075449,0.079570,0.092663,0.135028,0.441977
192,0.087125,0.036187,0.051969,0.075444,0.079566,0.092663,0.135029,0.442017
193,0.081528,0.032317,0.048659,0.073335,0.077706,0.091915,0.135169,0.459371
194,0.076129,0.028770,0.045446,0.071163,0.075759,0.091053,0.135072,0.476608
195,0.070841,0.025473,0.042282,0.068898,0.073698,0.090065,0.134733,0.494010
196,0.068839,0.024273,0.041094,0.068021,0.072896,0.089675,0.134551,0.500652
197,0.071754,0.026032,0.042837,0.069313,0.074079,0.090264,0.134818,0.490903
198,0.071856,0.026095,0.042896,0.069356,0.074118,0.090284,0.134826,0.490568
199,0.074308,0.027617,0.044361,0.070414,0.075080,0.090759,0.134994,0.482467
200,0.079614,0.031041,0.047526,0.072596,0.077047,0.091655,0.135172,0.465349
201,0.079499,0.030964,0.047457,0.072549,0.077005,0.091637,0.135170,0.465719
202,0.082157,0.032744,0.049039,0.073596,0.077939,0.092037,0.135176,0.457311
203,0.078873,0.030554,0.047099,0.072310,0.076794,0.091544,0.135165,0.467661
204,0.082993,0.033318,0.049547,0.073926,0.078236,0.092151,0.135167,0.454661
205,0.085632,0.035143,0.051109,0.074921,0.079113,0.092504,0.135100,0.446478
206,0.085386,0.034971,0.050964,0.074828,0.079033,0.092469,0.135109,0.447241
207,0.083488,0.033655,0.049827,0.074104,0.078389,0.092211,0.135153,0.453174
208,0.085529,0.035071,0.051051,0.074884,0.079081,0.092491,0.135105,0.446788
209,0.088398,0.037097,0.052718,0.075908,0.079971,0.092816,0.134967,0.438126
210,0.083003,0.033321,0.049533,0.073908,0.078215,0.092130,0.135156,0.454734
211,0.080900,0.031899,0.048282,0.073093,0.077491,0.091826,0.135170,0.461340
212,0.080430,0.031584,0.048003,0.072909,0.077326,0.091761,0.135171,0.462816
213,0.083932,0.033962,0.050089,0.074276,0.078540,0.092281,0.135146,0.451774
214,0.082596,0.033044,0.049289,0.073758,0.078080,0.092093,0.135168,0.455972
215,0.085236,0.034862,0.050850,0.074757,0.078962,0.092451,0.135109,0.447772
216,0.086742,0.035922,0.051747,0.075317,0.079456,0.092634,0.135053,0.443128
217,0.089427,0.037842,0.053330,0.076286,0.080301,0.092951,0.134914,0.434950
218,0.086587,0.035812,0.051654,0.075261,0.079407,0.092620,0.135061,0.443598
219,0.083831,0.033891,0.050026,0.074233,0.078503,0.092263,0.135148,0.452105
220,0.086555,0.035789,0.051634,0.075249,0.079396,0.092616,0.135062,0.443698
221,0.085346,0.034938,0.050923,0.074803,0.079003,0.092469,0.135109,0.447408
222,0.082670,0.033094,0.049338,0.073790,0.078109,0.092106,0.135169,0.455724
223,0.078750,0.030471,0.047010,0.072247,0.076733,0.091518,0.135159,0.468113
224,0.077928,0.029933,0.046531,0.071903,0.076428,0.091347,0.135134,0.470795
225,0.074369,0.027654,0.044407,0.070425,0.075093,0.090730,0.134991,0.482330
226,0.074371,0.027655,0.044408,0.070426,0.075094,0.090731,0.134991,0.482324
227,0.074196,0.027542,0.044286,0.070350,0.075019,0.090720,0.134978,0.482909
228,0.074355,0.027641,0.044383,0.070419,0.075082,0.090749,0.134988,0.482383
229,0.077884,0.029903,0.046505,0.071884,0.076411,0.091338,0.135133,0.470942
230,0.074314,0.027619,0.044374,0.070401,0.075071,0.090719,0.134987,0.482515
231,0.077873,0.029896,0.046498,0.071879,0.076407,0.091336,0.135132,0.470977
232,0.081415,0.032241,0.048604,0.073289,0.077668,0.091887,0.135172,0.459723
233,0.088548,0.037202,0.052821,0.075955,0.080014,0.092816,0.134959,0.437683
234,0.088525,0.037185,0.052808,0.075946,0.080006,0.092812,0.134960,0.437759
235,0.085071,0.034743,0.050772,0.074682,0.078900,0.092390,0.135108,0.448335
236,0.085027,0.034712,0.050746,0.074665,0.078885,0.092382,0.135109,0.448474
237,0.081469,0.032277,0.048638,0.073308,0.077685,0.091892,0.135170,0.459561
238,0.085077,0.034747,0.050775,0.074685,0.078903,0.092392,0.135109,0.448312
239,0.088665,0.037285,0.052892,0.075996,0.080049,0.092829,0.134952,0.437332
240,0.092314,0.039951,0.055034,0.077275,0.081154,0.093219,0.134701,0.426353
241,0.088675,0.037293,0.052898,0.076000,0.080053,0.092830,0.134951,0.437299
242,0.088583,0.037226,0.052843,0.075967,0.080024,0.092819,0.134957,0.437581
243,0.084984,0.034683,0.050720,0.074651,0.078873,0.092380,0.135112,0.448598
244,0.088636,0.037265,0.052874,0.075988,0.080042,0.092828,0.134955,0.437411
245,0.092192,0.039860,0.054962,0.077233,0.081119,0.093207,0.134712,0.426715
246,0.095859,0.042621,0.057105,0.078465,0.082169,0.093546,0.134374,0.415861
247,0.095822,0.042592,0.057083,0.078451,0.082158,0.093541,0.134377,0.415975
248,0.092207,0.039871,0.054971,0.077239,0.081123,0.093208,0.134710,0.426670
249,0.092208,0.039872,0.054971,0.077239,0.081124,0.093209,0.134710,0.426667
250,0.088555,0.037207,0.052826,0.075958,0.080016,0.092816,0.134959,0.437664
251,0.092170,0.039843,0.054949,0.077225,0.081111,0.093203,0.134713,0.426787
252,0.084955,0.034663,0.050703,0.074640,0.078863,0.092374,0.135113,0.448689
253,0.084908,0.034630,0.050675,0.074621,0.078847,0.092367,0.135114,0.448839
254,0.088721,0.037325,0.052926,0.076015,0.080066,0.092833,0.134948,0.437165
255,0.088718,0.037323,0.052924,0.076015,0.080066,0.092834,0.134948,0.437172
256,0.085127,0.034782,0.050807,0.074703,0.078918,0.092395,0.135106,0.448161
257,0.088818,0.037395,0.052983,0.076050,0.080097,0.092845,0.134942,0.436870
258,0.085193,0.034827,0.050846,0.074727,0.078940,0.092403,0.135104,0.447960
259,0.088797,0.037380,0.052971,0.076043,0.080090,0.092842,0.134944,0.436932
260,0.088788,0.037373,0.052965,0.076040,0.080087,0.092842,0.134944,0.436960
261,0.085223,0.034849,0.050863,0.074740,0.078951,0.092410,0.135104,0.447861
262,0.085216,0.034844,0.050858,0.074737,0.078949,0.092409,0.135104,0.447883
263,0.081716,0.032444,0.048786,0.073406,0.077772,0.091929,0.135170,0.458777
264,0.077871,0.029895,0.046497,0.071878,0.076406,0.091334,0.135132,0.470988
265,0.077828,0.029867,0.046472,0.071860,0.076390,0.091326,0.135131,0.471128
266,0.074304,0.027613,0.044369,0.070396,0.075067,0.090715,0.134986,0.482550
267,0.067420,0.023433,0.040239,0.067354,0.072279,0.089328,0.134377,0.505571
268,0.067420,0.023433,0.040238,0.067353,0.072278,0.089328,0.134377,0.505573
269,0.060748,0.019665,0.036212,0.064152,0.069292,0.087709,0.133318,0.528904
270,0.060797,0.019692,0.036242,0.064177,0.069315,0.087723,0.133328,0.528726
271,0.060775,0.019679,0.036227,0.064165,0.069304,0.087714,0.133322,0.528814
272,0.060818,0.019703,0.036253,0.064187,0.069324,0.087727,0.133331,0.528657
273,0.067392,0.023417,0.040221,0.067339,0.072265,0.089317,0.134371,0.505677
274,0.064104,0.021526,0.038240,0.065795,0.070831,0.088558,0.133912,0.517034
275,0.060878,0.019735,0.036290,0.064218,0.069354,0.087744,0.133344,0.528437
276,0.060923,0.019760,0.036318,0.064241,0.069376,0.087758,0.133353,0.528271
277,0.064456,0.021724,0.038454,0.065964,0.070988,0.088643,0.133967,0.515804
278,0.067792,0.023651,0.040464,0.067524,0.072436,0.089408,0.134420,0.504307
279,0.071521,0.025886,0.042705,0.069195,0.073972,0.090183,0.134792,0.491746
280,0.078502,0.030306,0.046876,0.072131,0.076633,0.091432,0.135143,0.468977
281,0.078506,0.030308,0.046878,0.072132,0.076634,0.091433,0.135143,0.468966
282,0.078466,0.030281,0.046854,0.072115,0.076618,0.091425,0.135142,0.469099
283,0.078498,0.030303,0.046875,0.072131,0.076633,0.091435,0.135145,0.468981
284,0.078487,0.030295,0.046868,0.072126,0.076628,0.091434,0.135144,0.469017
285,0.085608,0.035117,0.051092,0.074883,0.079076,0.092460,0.135090,0.446675
286,0.085607,0.035116,0.051092,0.074882,0.079076,0.092459,0.135090,0.446678
287,0.081766,0.032477,0.048815,0.073425,0.077789,0.091937,0.135169,0.458622
288,0.085343,0.034932,0.050934,0.074785,0.078991,0.092427,0.135100,0.447488
289,0.081409,0.032237,0.048602,0.073287,0.077666,0.091884,0.135172,0.459744
290,0.077854,0.029883,0.046487,0.071871,0.076400,0.091331,0.135132,0.471042
291,0.078999,0.030635,0.047167,0.072335,0.076816,0.091516,0.135155,0.467377
292,0.086111,0.035473,0.051383,0.075071,0.079242,0.092523,0.135073,0.445123
293,0.079199,0.030767,0.047285,0.072416,0.076889,0.091549,0.135159,0.466736
294,0.087444,0.036418,0.052166,0.075561,0.079671,0.092687,0.135016,0.441036
295,0.080405,0.031569,0.048000,0.072897,0.077319,0.091736,0.135171,0.462902
296,0.080404,0.031568,0.047999,0.072896,0.077319,0.091736,0.135170,0.462908
297,0.083922,0.033952,0.050086,0.074255,0.078525,0.092238,0.135139,0.451883
298,0.083876,0.033921,0.050058,0.074237,0.078509,0.092232,0.135140,0.452026
299,0.087553,0.036496,0.052230,0.075601,0.079706,0.092701,0.135011,0.440702
300,0.083979,0.033992,0.050119,0.074277,0.078544,0.092246,0.135138,0.451704
301,0.086302,0.035608,0.051495,0.075142,0.079304,0.092547,0.135066,0.444536
302,0.082746,0.033145,0.049392,0.073805,0.078127,0.092076,0.135160,0.455550
303,0.082550,0.033011,0.049276,0.073729,0.078059,0.092048,0.135163,0.456164
304,0.077773,0.029831,0.046439,0.071837,0.076369,0.091317,0.135129,0.471306
305,0.081279,0.032149,0.048524,0.073234,0.077619,0.091862,0.135171,0.460164
306,0.084873,0.034605,0.050654,0.074608,0.078835,0.092362,0.135114,0.448949
307,0.081290,0.032156,0.048531,0.073238,0.077623,0.091864,0.135171,0.460126
308,0.081273,0.032145,0.048520,0.073230,0.077615,0.091857,0.135169,0.460191
309,0.081274,0.032146,0.048521,0.073231,0.077616,0.091858,0.135169,0.460185
310,0.084863,0.034598,0.050647,0.074602,0.078830,0.092357,0.135113,0.448989
311,0.081273,0.032144,0.048520,0.073230,0.077615,0.091857,0.135169,0.460191
312,0.077772,0.029830,0.046438,0.071835,0.076367,0.091313,0.135127,0.471318
313,0.081382,0.032219,0.048585,0.073275,0.077655,0.091877,0.135170,0.459837
314,0.084922,0.034639,0.050682,0.074626,0.078851,0.092367,0.135112,0.448801
315,0.084926,0.034642,0.050684,0.074627,0.078852,0.092368,0.135112,0.448789
316,0.084924,0.034641,0.050683,0.074627,0.078852,0.092368,0.135112,0.448794
317,0.088533,0.037191,0.052812,0.075948,0.080008,0.092810,0.134959,0.437739
318,0.081397,0.032228,0.048594,0.073281,0.077661,0.091881,0.135171,0.459787
319,0.081394,0.032226,0.048592,0.073280,0.077660,0.091881,0.135171,0.459796
320,0.081395,0.032227,0.048593,0.073281,0.077660,0.091881,0.135171,0.459791
321,0.081392,0.032225,0.048591,0.073279,0.077659,0.091880,0.135171,0.459803
322,0.088581,0.037226,0.052841,0.075967,0.080024,0.092819,0.134957,0.437586
323,0.084975,0.034677,0.050714,0.074647,0.078870,0.092377,0.135112,0.448628
324,0.081391,0.032225,0.048591,0.073279,0.077659,0.091881,0.135171,0.459803
325,0.077836,0.029872,0.046476,0.071863,0.076393,0.091328,0.135131,0.471101
326,0.077853,0.029883,0.046487,0.071870,0.076399,0.091331,0.135131,0.471045
327,0.081271,0.032145,0.048528,0.073241,0.077627,0.091875,0.135177,0.460138
328,0.081254,0.032133,0.048516,0.073232,0.077619,0.091870,0.135177,0.460199
329,0.081216,0.032107,0.048493,0.073216,0.077604,0.091863,0.135176,0.460326
330,0.084800,0.034555,0.050616,0.074586,0.078816,0.092360,0.135120,0.449147
331,0.081202,0.032098,0.048485,0.073210,0.077599,0.091859,0.135175,0.460373
